新會下沙,v,o,*,*,ɔ,*
新會下沙,*,o,t|n,*,oɔ,*
新會,*,io,k|ng,*,iø,*
新會,*,aa,*,*,ɑ,*
新會,*,eu,*,*,ɜu,*
新會,*,e,t|p|n|m,*,ɜ,*
新會,*,e,k|ng,*,ə,*
新會天湖,*,eau,,*,ɜu,
新會天湖,*,ea,n|t|m|p,*,ɜ,*
新會天湖,*,ea,ng,*,ə,*
新會羅坑,*,eau,,*,ɜu,
新會羅坑,*,ea,n|t|m|p,*,ɜ,*
新會羅坑,*,ea,ng,*,ə,*
沙塘,*,aa,ng|m,*,ɑ,*
沙塘,*,iaa,ng,*,iɑ,*
沙塘,*,ea,ng|m,*,ɤ,*
開平馬岡,j,*,*,ʑ,*,*
開平馬岡,*,e,*,*,e,*
開平馬岡,*,i,ng|k,*,eɪ,*
開平馬岡,*,u,*,*,ɯ,*
開平馬岡,*,ui,*,*,ɯɪ,*
開平馬岡,*,iu,*,*,ɪɯ,*
開平馬岡,*,eoi,,*,ɵʏ,*
端州,*,ei,,*,ɪi,*
端州,*,ou,,*,ʊu,*
端州,*,e,n,*,iɛ,*
橫縣,*,i,h|k|ng,*,e,*
橫縣,*,u,h|k|ng,*,o,*
湛江赤坎,*,io,*,*,iø,*
湛江赤坎,nj|j,o,*,*,ø,*
高州,*,eu,,*,iau,*
高州,*,e,k|p|ng|m,*,ia,*
高州,*,e,t|n,*,iɛ,*
高州,kw,o,*,*,*,*
高州,gw,o,*,*,*,*
高州,w,o,*,*,ɔ,*
高州,*,o,,*,ɔ,*
高州,*,o,*,*,o̯ɔ,*
高州,*,oi,*,*,o̯ɔi,*
高州石鼓,*,eu,,*,iau,*
高州石鼓,*,e,k|p|ng|m,*,ia,*
高州石鼓,*,e,t|n,*,iɛ,*
高州石鼓,kw,o,*,*,ɔ,*
高州石鼓,gw,o,*,*,ɔ,*
高州石鼓,w,o,*,*,ɔ,*
高州石鼓,*,o,,*,ɔ,*
高州石鼓,*,o,*,*,o̯ɔ,*
高州石鼓,*,oi,*,*,o̯ɔi,*
化州,*,oau,,*,ɔ̯ɒu,*
化州,*,e,*,*,e̯ɛ,*
化州,*,eu,,*,e̯ɛu,*
化州,*,ei,,*,ɛi,*
化州,*,ou,,*,ɔu,*
化州,*,i,k|ng,*,e,*
化州,*,u,k|ng,*,u,*
廉州,*,eu,,*,ɛʉ,*
廉州,*,aa,ng|k,*,æ,*
廉州,*,aa,,*,ɒ,*
梧州扶典,*,ei,,*,ɛᵉ,*
梧州扶典,*,oi,,*,ɔɪ,*
梧州扶典,*,eo,,*,ø,*
梧州扶典,*,ae,,*,æᵋ,*
湛江坡頭,*,oi,,*,oɐi,*
湛江坡頭,*,oau,,*,oɐu,*
湛江坡頭,*,o,ng|h|m|p,*,oɐ,*
吳川吳陽,*,oi,,*,oɐi,*
吳川吳陽,*,oau,,*,oɐu,*
吳川吳陽,*,o,ng|h|m|p,*,oɐ,*
鬱林,*,oe,n|t,*,øɐ̯,*
鬱林,*,y,ng|k,*,ø,*
鬱林,*,y,n|t,*,ÿ,*
鬱林,*,oe,k,*,œɐ̯,*
鬱林,z|c|s,e,,*,ⁱᴇ,*
鬱林,*,e,,*,ɛ,*
鬱林,*,ei,,*,ei,*
鬱林,*,ee,n,*,ɛ,*
鬱林,*,i,ng|k,*,e,*
鬱林,*,eo,,*,ɵ,*
鬱林,*,eou,,*,ɵ̜u,*
鬱林,*,ea,t,*,ə,*
鬱林,*,eu,,*,ᴇɐ̯u,*
鬱林,*,e,n|m|ng,*,ᴇɐ̯,*
鬱林,*,e,t|p|k,*,ᴇɐ̯,*
鬱林,*,ii,k,*,i,*
鬱林,*,u,ng,*,o,*
鬱林,*,u,k,*,o,*
鬱林,*,o,m,*,ɔ,*
鬱林,*,o,p,*,ɔ,*
鬱林,*,eo,t,*,ə,*
鬱林,*,yu,n|t,*,ÿ,*
鬱林,,*,*,,*,*
鬱林,z,*,*,ʨ,*,*
鬱林,c,*,*,ʨʰ,*,*
鬱林,s,*,*,ɕ,*,*
貴港,*,eo,,*,ø,*
貴港,*,eo,k,*,ø,*
戎墟,*,oi,,*,ɔᵄi,*
戎墟,*,o,n|t,*,ɔᵄ,*
戎墟,z,*,*,ʨ,*,*
戎墟,c,*,*,ʨʰ,*,*
戎墟,s,*,*,ɕ,*,*
蒙山,*,e,*,*,eɐ,*
蒙山,*,eau,,*,ɤu,
蒙山,*,iea,k|ng,*,iɤ,*
蒙山,*,ea,k|ng|p|m,*,ɤ,*
蒙山,*,o,k|ng,*,ʊɑ,*
蒙山,*,oi,,*,ɔªi,*
蒙山,*,o,t|n,*,ɔª,*
蒙山,z,*,*,tʃ,*,*
蒙山,c,*,*,tʃʰ,*,*
蒙山,s,*,*,ʃ,*,*
柳州,*,aa|e|ye,n,*,*,̃
柳州,*,ai,,*,əi,*
柳州,*,uai,,*,uəi,*
柳州,*,au,,*,əu,*
柳州,*,iau,,*,iəu,*
柳州,*,a,n,*,ə,*
